Evo_Bichat_3_030_T0	Evo_Bichat_1_019_T0	Evo_Bichat_2_006_T1	Evo_Bichat_1_025_T1	Evo_Bichat_3_015_T0	Evo_Utrecht_cin_209_A	Evo_Bichat_2_006_T0	Evo_Utrecht_cin_169_B	Evo_Bichat_1_022_T1	Evo_Utrecht_cin_163_B	Evo_Bichat_1_011_bis_T1	Evo_Utrecht_cin_164_A	Evo_Bichat_3_030_T1	Evo_Utrecht_cin_319_C	Evo_Bichat_3_029_T1	Evo_Bichat_3_032_T1	Evo_Bichat_3_008_T1	Evo_Bichat_3_031_T1	Evo_Utrecht_cin_309_A	Evo_Bichat_1_014_T0	Evo_Utrecht_cin_163_C	Evo_Utrecht_XZ_025	Evo_Utrecht_cin_108_B	Evo_Utrecht_cin_164_D	Evo_Bichat_3_016_T1	Evo_Bichat_3_034_T1	Evo_Utrecht_cin_108_D	Evo_Bichat_1_022_T2	Evo_Utrecht_cin_180_B	Evo_Bichat_3_028_T1	Evo_Utrecht_cin_120_F	Evo_Utrecht_XZ_004	Evo_Utrecht_cin_233_B	Evo_Bichat_3_024_T0	Evo_Madrid_EFQ_2	Evo_Utrecht_cin_305_A	Evo_Bichat_3_011_T0	Evo_Madrid_EFQ_25	Evo_Bichat_3_012_T0	Evo_Madrid_EFQ_10	Evo_Bichat_3_031_T0	Evo_Bichat_3_015_T1	Evo_Bichat_3_009_T1	Evo_Utrecht_cin_291_A	Evo_Bichat_3_032_T0	Evo_Utrecht_cin_306_A	Evo_Bichat_3_036_T0	Evo_Bichat_3_028_T0	Evo_Bichat_3_026_T1	Evo_Bichat_1_003_T1	Evo_Utrecht_cin_228_D	Evo_Bichat_3_036_T1	Evo_Utrecht_cin_108_A	Evo_Madrid_EFQ_15	Evo_Bichat_3_012_T1	Evo_Bichat_3_016_T0	Evo_Utrecht_cin_228_C	Evo_Madrid_EFQ_31	Evo_Bichat_1_014_T2	Evo_Bichat_1_012_T0	Evo_Bichat_3_021_T0	Evo_Bichat_3_034_T0	Evo_Madrid_EFQ_6	Evo_Bichat_1_016_T2	Evo_Bichat_1_003_T2	Evo_Utrecht_cin_180_A	Evo_Utrecht_XZ_028	Evo_Bichat_3_007_T1	Evo_Madrid_EFQ_3	Evo_Bichat_1_024_T1	Evo_Utrecht_XZ_033	Evo_Utrecht_cin_236_B	Evo_Bichat_3_024_T1	Evo_Utrecht_cin_197_A	Evo_Utrecht_cin_325_B	Evo_Utrecht_cin_169_C	Evo_Utrecht_XZ_030	Evo_Bichat_1_019_T2	Evo_Bichat_3_013_T0	Evo_Utrecht_cin_213_A	Evo_Utrecht_cin_108_C	Evo_Bichat_1_010_T2	Evo_Utrecht_XZ_034	Evo_Bichat_1_025_T0	Evo_Utrecht_cin_210_C	Evo_Utrecht_cin_319_B	Evo_Utrecht_XZ_032	Evo_Utrecht_cin_120_A	Evo_Bichat_3_025_T1	Evo_Bichat_3_008_T0	Evo_Bichat_1_026_T1	Evo_Bichat_3_007_T0	Evo_Utrecht_cin_236_A	Evo_Bichat_2_007_T1	Evo_Madrid_EFQ_7	Evo_Madrid_EFQ_34	Evo_Madrid_EFQ_5	Evo_Utrecht_XZ_001	Evo_Bichat_3_026_T0	Evo_Bichat_1_001_T1	Evo_Madrid_EFQ_11	Evo_Utrecht_XZ_036	Evo_Utrecht_cin_306_B	Evo_Bichat_1_012_T1	Evo_Bichat_3_021_T1	Evo_Bichat_1_011_bis_T2	Evo_Madrid_EFQ_27	Evo_Utrecht_cin_197_C	Evo_Madrid_EFQ_35	Evo_Madrid_EFQ_29	Evo_Bichat_2_007_T0	Evo_Bichat_3_009_T0	Evo_Utrecht_cin_108_E	Evo_Bichat_3_014_T0	Evo_Bichat_1_016_T0	Evo_Madrid_EFQ_26	Evo_Utrecht_XZ_014	Evo_Madrid_EFQ_36	Evo_Bichat_1_024_T2	Evo_Bichat_3_013_T1	Evo_Bich_3_007_T0	Evo_Bichat_1_016_T1	Evo_Utrecht_cin_213_C	Evo_Bichat_1_010_T0	Evo_Utrecht_cin_105_C_3	Evo_Utrecht_cin_164_B	Evo_Utrecht_XZ_016	Evo_Bichat_3_025_T0	Evo_Bichat_1_024_T0	Evo_Bichat_1_003_T0	Evo_Madrid_EFQ_9	Evo_Utrecht_XZ_017	Evo_Bichat_1_022_T0	Evo_Madrid_EFQ_33	Evo_Utrecht_cin_228_A	Evo_Bichat_3_011_T1	Evo_Madrid_EFQ_8	Evo_Madrid_EFQ_32	Evo_Madrid_EFQ_24	Evo_Utrecht_cin_120_G	Evo_Utrecht_cin_169_A	Evo_Utrecht_XZ_005	Evo_Utrecht_cin_210_A	Evo_Bichat_3_017_T1	Evo_Madrid_EFQ_30	Evo_Madrid_EFQ_17	Evo_Utrecht_XZ_015	Evo_Bichat_1_001_T0	Evo_Utrecht_cin_105_B_1	Evo_Madrid_EFQ_19	Evo_Madrid_EFQ_16	Evo_Utrecht_cin_233_A	Evo_Madrid_EFQ_13	Evo_Utrecht_cin_105_A_4	Evo_Madrid_EFQ_4	Evo_Utrecht_XZ_018	Evo_Utrecht_cin_165_C	Evo_Madrid_EFQ_28	Evo_Madrid_EFQ_1	Evo_Utrecht_cin_165_A	Evo_Madrid_EFQ_12	Evo_Utrecht_cin_105_D	Evo_Utrecht_cin_342_B	Evo_Utrecht_XZ_035	Evo_Utrecht_XZ_024	Evo_Madrid_EFQ_23	Evo_Utrecht_XZ_026	Evo_Utrecht_XZ_027	Evo_Utrecht_XZ_031	Evo_Utrecht_cin_165_D	Evo_Utrecht_XZ_029	Evo_Utrecht_cin_120_E	Evo_Utrecht_cin_228_B	Evo_Utrecht_cin_120_H	Evo_Utrecht_XZ_007	Evo_Utrecht_XZ_022	Evo_Bichat_1_010_T1	Evo_Bichat_1_026_T0	Evo_Utrecht_XZ_023	Evo_Utrecht_XZ_002	Evo_Bichat_1_025_T2	Evo_Utrecht_XZ_009	Evo_Utrecht_XZ_003	Evo_Utrecht_XZ_008	Evo_Utrecht_XZ_011	Evo_Utrecht_XZ_006	Evo_Utrecht_XZ_012	Evo_Utrecht_XZ_013	Evo_Utrecht_XZ_019	Evo_Utrecht_XZ_020	Evo_Utrecht_XZ_021
MC3.MG131.AS1.GP1.C37591.G2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG131.AS1.GP1.C9994.G4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0
MC3.MG132.AS1.GP1.C11019.G2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MC3.MG132.AS1.GP1.C13114.G22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG132.AS1.GP1.C13115.G67	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
MC3.MG132.AS1.GP1.C20975.G85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG132.AS1.GP1.C21015.G21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG132.AS1.GP1.C21017.G12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG132.AS1.GP1.C21535.G1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG132.AS1.GP1.C21770.G1	0	0	1	24	0	9	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	60	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	3	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	67	204	0	0	0	0	98	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	108	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG132.AS1.GP1.C23242.G13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	1	0	0	2	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	1	4	1	0	0	0	0	0	0	0	0	7	0	18	0	0	0	13
MC3.MG132.AS1.GP1.C33467.G6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG132.AS1.GP1.C35641.G2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG132.AS1.GP1.C44919.G11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG132.AS1.GP1.C6368.G13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG133.AS1.GP1.C10226.G6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG133.AS1.GP1.C1199.G2	1	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	16	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG133.AS1.GP1.C14390.G3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG133.AS1.GP1.C1871.G2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG133.AS1.GP1.C2228.G2	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	65	0	5	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	7	2	0	0	0	1	4	0	0	0	0	0	0	0	1	0	2	0	1	2	0	0	0	0	1	0	0	0	0	1	0	0	4	0	0	0	0	1	0	0	3	0	0	0	6	1	0	0	0	0	3	0	0	3	0	2	0	0	0	1	0	0	0	6	0	2	0	0	0	0	57	4	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MC3.MG133.AS1.GP1.C2526.G3	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0
MC3.MG133.AS1.GP1.C5456.G3	0	0	0	1	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG133.AS1.GP1.C5817.G2	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG133.AS1.GP1.C6295.G2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MC3.MG133.AS1.GP1.C8075.G10	0	0	0	0	0	0	0	0	1	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	16	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	36	0	0	0	0	0	0	0	0
MC3.MG134.AS1.GP1.C21094.G8	1	0	0	1	1	0	1	0	0	0	0	23	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	34	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	4	0	0	0	0	3	0	0	1	0	2	0	0	0	0	1	0	1	1	0	3	0	0	1	1	0	0	0	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	1	5	2	0	1	0	0	23	20	1	3	0	2	5	0
